methane,lpg,co,air_quality,flame_val,dht22_temp,humidity,status
403,261,105,293,4025,29,56,0
247,330,186,480,3995,28,71,0
671,428,2171,2012,372,61,37,1
370,343,113,306,3925,26,71,0
571,688,1017,2604,336,70,18,1
294,408,177,403,4039,27,54,0
277,349,141,312,4017,30,47,0
289,277,170,446,3887,28,56,0
322,279,115,376,4046,28,47,0
306,216,197,425,4086,24,59,0
264,328,149,374,4027,29,46,0
228,308,139,563,4039,31,63,0
3468,3741,2676,693,4015,27,54,2
226,229,155,512,4068,35,64,0
296,281,189,527,3985,27,53,0
299,243,153,342,4011,31,63,0
353,302,105,384,3926,32,71,0
269,233,120,216,4077,29,64,0
323,368,172,297,4094,28,66,0
225,234,144,289,3966,24,60,0
334,345,194,529,4095,30,70,0
264,264,142,320,4095,24,77,0
152,230,164,353,4015,30,76,0
3309,2843,2969,634,4015,30,68,2
315,336,148,253,3974,24,57,0
215,210,167,381,3982,25,69,0
396,550,1518,3894,326,49,29,1
249,256,164,305,4004,29,64,0
258,270,166,520,4089,27,58,0
3272,3021,3302,821,4022,31,57,2
2758,3001,3397,851,4027,25,57,2
230,212,110,489,3961,30,64,0
570,468,1287,3323,341,59,51,1
322,271,132,489,3969,28,69,0
329,257,107,532,3985,24,59,0
256,338,191,488,4039,29,78,0
289,317,130,523,3955,33,45,0
367,258,164,438,4003,24,55,0
235,205,151,307,3979,29,59,0
356,340,183,417,4021,26,55,0
258,278,151,454,4000,30,67,0
2903,3235,2435,771,4038,27,39,2
232,291,98,475,3974,22,42,0
2184,3867,2554,792,4010,28,70,2
366,265,133,223,3995,26,47,0
269,281,133,546,4013,22,64,0
331,319,155,311,3991,26,52,0
392,278,162,416,3958,27,47,0
3769,3327,3431,797,3942,28,68,2
2637,3280,2639,656,3945,27,53,2
287,262,196,388,4029,22,60,0
276,393,146,601,4012,33,58,0
276,399,164,467,4050,28,66,0
273,351,116,667,4053,31,57,0
287,293,190,181,4049,24,48,0
314,240,162,258,4021,31,58,0
300,230,117,391,4013,29,40,0
256,340,137,430,4035,29,76,0
681,465,1311,2371,439,69,25,1
302,302,123,272,3987,23,76,0
594,467,1317,3693,406,57,41,1
311,332,176,527,3955,29,65,0
252,314,193,405,3933,24,60,0
286,255,139,335,3949,32,48,0
279,327,167,419,4013,29,68,0
277,327,166,406,3897,23,61,0
394,293,141,535,3999,22,63,0
335,440,160,359,3949,23,56,0
343,387,167,345,4012,26,60,0
221,214,141,418,3970,34,36,0
334,137,152,433,3963,27,49,0
315,280,215,254,4010,30,44,0
402,313,232,354,4004,28,37,0
328,300,119,574,4049,33,69,0
301,335,129,290,4051,26,72,0
291,249,154,480,3926,29,62,0
277,379,176,439,3985,31,50,0
283,240,135,469,4091,30,55,0
302,380,148,315,4028,28,55,0
621,538,1480,2271,81,70,33,1
295,341,94,452,4095,22,64,0
261,307,164,492,4044,30,71,0
607,449,1757,3173,365,64,27,1
381,275,102,317,3976,26,42,0
220,283,116,425,4088,28,65,0
322,180,179,416,4058,23,67,0
258,287,120,336,4028,29,57,0
341,308,171,407,4050,32,58,0
215,317,128,463,4015,27,64,0
311,251,156,308,4006,30,53,0
173,316,140,565,4069,30,55,0
243,331,184,451,4067,30,58,0
347,309,181,496,3913,27,62,0
317,262,97,398,3996,28,53,0
321,282,142,460,4064,27,43,0
348,374,152,341,3974,27,80,0
2336,3490,2699,702,3978,29,63,2
356,275,163,437,4052,24,63,0
216,379,184,396,4006,26,59,0
341,317,192,388,3938,23,55,0
360,141,142,307,4038,32,56,0
3383,2821,2380,743,4049,30,76,2
338,344,244,410,4011,26,58,0
295,286,104,269,3925,31,70,0
233,312,100,447,4095,30,55,0
280,292,137,453,3994,34,74,0
269,306,95,537,4018,24,51,0
363,341,119,551,3979,32,57,0
2326,3307,2543,828,3939,31,54,2
3730,2986,2825,746,3999,26,63,2
356,279,96,400,4010,30,60,0
623,428,978,3226,516,58,30,1
392,316,132,254,4019,29,58,0
3258,2822,2931,831,4095,24,65,2
223,214,145,289,4050,33,47,0
318,313,173,364,3933,30,62,0
410,324,169,490,4019,26,79,0
640,315,974,3119,602,68,10,1
430,496,1881,3275,252,76,35,1
2576,2995,1902,708,4019,31,59,2
318,300,166,442,3993,31,67,0
738,340,1421,3942,542,61,26,1
268,330,144,511,4068,30,59,0
269,299,195,410,3976,27,68,0
297,332,146,458,3977,31,50,0
278,240,153,520,4024,33,57,0
303,293,157,460,3992,31,80,0
272,287,158,554,4064,27,57,0
275,264,183,375,3996,30,64,0
348,363,125,298,3999,25,51,0
362,396,185,385,4029,24,67,0
331,319,183,382,3962,26,70,0
301,319,92,333,4055,35,59,0
313,360,137,310,4078,27,53,0
556,604,1587,1932,575,59,17,1
352,264,146,363,3917,31,61,0
237,259,134,422,3885,28,62,0
318,304,190,374,3991,30,55,0
3167,3041,2174,789,3994,25,69,2
200,411,165,281,4082,28,50,0
373,313,179,497,3951,30,68,0
308,396,139,359,4062,30,65,0
373,331,146,283,3976,26,61,0
310,395,125,382,3970,28,61,0
293,258,180,335,4006,26,51,0
314,280,134,508,3914,25,46,0
317,310,220,457,3995,26,54,0
192,252,229,403,4020,30,62,0
302,270,130,447,4029,28,60,0
290,261,153,499,4053,30,77,0
339,251,100,558,3946,29,67,0
487,573,1939,3043,182,100,37,1
300,319,149,311,3917,25,66,0
298,345,176,424,4026,26,64,0
223,198,138,387,3920,23,67,0
368,334,204,381,3993,29,57,0
327,331,145,386,3998,25,76,0
300,288,154,330,4026,30,64,0
247,361,123,440,3991,31,48,0
2989,3347,3181,812,4003,31,66,2
282,341,135,428,4046,32,56,0
330,360,182,392,3977,29,68,0
231,287,165,568,3983,28,61,0
3299,2963,1551,808,4043,34,48,2
369,203,122,394,3933,29,52,0
294,252,171,297,3951,23,61,0
291,252,165,382,4004,29,52,0
279,267,195,349,3956,29,53,0
367,251,147,371,3948,29,57,0
210,393,216,531,4061,32,42,0
3067,3408,2628,863,3994,32,52,2
327,256,193,278,3922,30,49,0
265,173,188,289,4048,21,49,0
334,302,182,389,4039,35,52,0
2835,2910,3097,914,3908,26,62,2
337,282,180,270,3947,28,65,0
255,212,148,469,3956,26,67,0
389,245,137,516,4083,24,61,0
297,278,173,247,4005,29,45,0
332,224,162,408,4024,32,39,0
276,326,168,470,4049,28,73,0
284,251,206,411,4085,32,39,0
233,275,99,505,4002,23,49,0
328,329,106,308,3964,23,75,0
278,401,138,458,3968,24,66,0
285,401,157,308,3956,25,69,0
297,279,206,358,3999,25,24,0
287,346,167,380,3937,29,68,0
313,267,100,339,3965,23,61,0
574,587,1338,2316,300,48,32,1
2458,3790,2489,719,4037,22,63,2
268,325,130,439,3970,29,64,0
266,314,164,359,4034,26,61,0
251,328,137,377,3982,28,55,0
267,343,167,381,3948,31,64,0
698,468,1710,2047,465,68,54,1
462,627,1475,3094,579,72,29,1
305,325,139,283,4013,27,54,0
339,296,146,350,4039,26,49,0
248,268,163,455,4006,30,54,0
2979,3833,2973,789,4019,25,70,2
339,286,122,496,4021,23,53,0
289,249,152,429,3970,23,54,0
153,260,153,346,4095,22,57,0
586,418,2029,2460,603,64,13,1
244,346,156,442,4026,28,55,0
390,321,156,412,3992,30,76,0
293,315,165,472,4087,25,54,0
348,338,189,355,3969,26,53,0
3048,3042,3198,812,4002,29,58,2
584,486,1619,2376,560,65,22,1
317,246,96,258,3990,33,45,0
696,556,1658,3131,509,64,19,1
3049,2356,2489,736,3992,25,56,2
228,269,157,509,4029,26,67,0
2759,3040,3029,851,3995,27,45,2
268,263,142,411,3947,31,57,0
276,304,167,461,3941,27,72,0
193,349,109,204,3956,29,60,0
293,255,191,423,4014,31,72,0
2817,3070,2304,843,4017,33,62,2
240,315,140,309,4070,28,72,0
230,273,102,493,3954,28,69,0
297,261,159,371,3972,27,72,0
607,403,1444,3358,701,68,11,1
661,371,1123,3035,497,57,37,1
246,251,120,408,3993,21,54,0
661,522,1056,2214,469,79,39,1
232,239,175,369,3955,34,50,0
411,516,1252,3270,105,70,32,1
300,348,104,365,4045,29,41,0
337,234,178,416,4064,26,65,0
368,263,185,439,4010,30,64,0
244,257,207,211,3973,29,85,0
284,256,132,488,4044,27,47,0
256,299,175,250,3925,32,64,0
338,343,215,340,3998,28,69,0
230,377,115,461,3955,29,62,0
358,283,146,469,4001,33,69,0
335,303,190,505,3965,27,48,0
537,528,1758,3575,830,69,24,1
665,472,1907,3468,667,92,31,1
327,462,1681,2968,0,64,48,1
267,354,158,284,4002,33,72,0
275,181,179,209,3963,27,53,0
2242,3505,2605,796,3935,25,70,2
359,340,132,296,3959,23,55,0
305,312,192,349,3984,23,58,0
3224,2874,2737,725,3993,26,60,2
357,220,156,376,4002,32,80,0
262,302,161,405,3974,26,76,0
486,369,1620,2992,315,56,33,1
282,248,133,465,3910,28,58,0
3680,3347,2678,733,3952,29,67,2
354,349,163,454,3954,27,61,0
222,368,142,353,3999,28,72,0
266,249,154,518,3990,25,55,0
653,530,1990,3410,499,73,40,1
292,288,164,334,4025,32,73,0
317,358,134,402,3960,25,62,0
297,278,148,406,3959,23,70,0
330,329,136,619,4029,32,81,0
341,337,99,524,3917,22,56,0
334,287,137,386,4049,32,62,0
2814,3205,2783,720,4095,30,69,2
291,338,197,339,4065,29,51,0
2752,3243,3393,863,3995,27,60,2
338,293,163,406,3973,26,35,0
3138,3679,2623,777,4010,27,73,2
195,394,143,447,4028,30,57,0
264,355,162,240,4011,31,54,0
324,228,154,567,3971,33,58,0
269,278,201,366,4039,22,53,0
291,282,164,473,3975,30,54,0
279,263,108,326,4032,25,52,0
2533,3233,2991,808,3997,28,56,2
427,252,173,494,3950,27,74,0
327,242,209,371,3906,26,48,0
327,339,157,392,4033,21,67,0
3333,3037,3041,846,4060,27,52,2
342,288,144,286,3952,23,65,0
360,291,176,231,4008,26,54,0
222,283,69,509,3923,32,71,0
336,362,130,355,4010,29,55,0
263,318,185,366,3994,26,70,0
237,296,184,431,3979,24,76,0
2457,2963,2629,750,3968,30,45,2
317,237,200,278,3907,30,53,0
230,345,164,311,3985,26,61,0
422,347,170,402,3929,29,65,0
315,313,120,500,4004,25,76,0
361,278,185,577,3986,32,49,0
268,237,162,438,3990,30,59,0
305,338,148,313,3941,29,77,0
402,446,158,446,4068,23,60,0
270,358,148,363,4044,23,32,0
339,316,165,419,3990,27,67,0
252,264,235,287,3917,26,66,0
306,299,165,437,3991,26,76,0
315,395,122,321,4008,23,78,0
356,322,216,316,4008,32,45,0
344,237,109,438,3994,31,58,0
205,206,86,395,3989,33,55,0
301,298,184,439,3992,28,60,0
518,431,1844,3480,459,44,34,1
292,301,127,398,4028,29,43,0
313,307,103,283,4007,23,66,0
251,292,151,416,3956,24,72,0
564,420,1526,3125,252,60,28,1
288,317,180,259,3974,27,78,0
606,513,1509,2363,428,51,31,1
300,220,125,575,3994,24,45,0
319,207,198,365,3989,27,66,0
512,325,1304,3405,642,62,37,1
287,217,204,328,3950,24,57,0
329,247,159,445,3981,30,47,0
289,371,147,558,4013,28,54,0
540,593,1129,2918,154,45,38,1
275,305,137,477,4005,29,58,0
276,270,164,489,3946,30,51,0
260,297,145,436,4052,30,57,0
248,231,172,429,3929,33,73,0
702,563,1295,2827,656,64,15,1
3312,2862,2302,880,4038,27,72,2
373,228,163,458,3952,27,56,0
257,341,152,205,4012,26,70,0
3106,3093,2340,826,4073,26,41,2
302,319,78,464,3986,30,58,0
296,298,175,397,4034,23,77,0
225,270,113,374,3991,26,74,0
291,308,145,478,4005,26,74,0
254,307,132,461,4008,25,52,0
352,404,167,386,3994,29,36,0
321,418,183,530,3942,27,50,0
2417,3227,2829,834,3923,24,63,2
410,312,118,393,4028,29,60,0
655,558,1440,2037,525,78,36,1
247,239,114,592,4031,28,68,0
308,346,171,376,4019,29,42,0
334,330,153,576,3895,30,65,0
266,303,184,540,3999,24,46,0
199,280,212,385,3976,25,57,0
269,224,162,395,3998,32,68,0
355,308,145,369,3981,23,46,0
381,231,184,447,3941,26,56,0
273,329,159,484,4033,27,43,0
332,376,150,489,4015,28,50,0
227,245,138,428,3986,32,55,0
280,291,163,433,3997,23,51,0
281,267,140,411,4058,29,75,0
278,288,166,550,3996,24,79,0
446,384,1579,2526,232,64,30,1
215,271,140,393,4001,30,35,0
288,337,138,359,3979,28,55,0
595,516,1332,1958,582,80,28,1
340,300,137,409,4021,28,65,0
297,331,211,396,3989,24,52,0
311,239,160,353,4034,25,61,0
315,302,90,359,3962,28,48,0
342,267,154,410,3926,32,49,0
257,335,147,262,3898,24,61,0
390,253,152,559,3928,25,75,0
293,289,102,487,3990,28,49,0
305,278,121,429,4013,27,56,0
283,362,161,260,3942,29,33,0
190,281,156,439,3974,28,58,0
360,339,129,466,4036,34,48,0
2832,3318,2736,682,3968,27,68,2
230,272,154,307,4008,34,48,0
282,245,126,523,4049,29,69,0
322,268,147,282,4057,22,74,0
290,396,135,340,4095,30,73,0
366,294,155,311,4026,26,55,0
563,263,1381,2690,688,60,39,1
336,262,119,230,3976,24,57,0
215,254,152,465,4073,33,71,0
266,362,183,607,4000,25,69,0
387,258,143,299,3913,26,69,0
244,371,147,290,4027,28,56,0
360,342,230,476,4011,27,60,0
291,256,158,367,3973,30,58,0
255,255,191,247,3965,23,55,0
523,561,1516,2758,215,67,42,1
279,335,110,262,3987,30,59,0
299,275,193,349,3953,32,33,0
254,224,143,366,3965,27,64,0
252,353,132,527,3997,27,66,0
337,398,110,246,4019,30,64,0
3518,2852,2832,940,4095,22,73,2
2626,3610,3021,549,4052,26,65,2
347,312,139,364,4006,27,47,0
2343,3436,2190,789,4031,28,40,2
348,361,167,446,4012,26,52,0
87,353,128,378,4021,28,50,0
312,220,149,395,4072,27,65,0
331,421,99,283,3941,30,44,0
282,277,148,339,3999,31,60,0
255,269,131,503,4007,34,51,0
276,286,81,471,3984,29,60,0
277,343,151,468,3993,28,51,0
329,312,209,418,3912,25,63,0
250,481,157,415,3957,24,38,0
375,335,159,620,4015,26,70,0
4009,3432,2847,679,3955,24,46,2
377,251,179,468,4067,25,46,0
278,244,123,298,4043,24,65,0
308,274,179,439,3999,29,73,0
318,328,166,416,4002,26,74,0
372,340,159,450,3978,23,61,0
215,269,138,404,4048,27,72,0
265,339,107,339,4052,29,73,0
328,405,126,334,4013,26,68,0
306,358,102,419,4079,32,48,0
350,313,125,340,3989,25,64,0
3175,2822,3211,711,3927,29,69,2
497,421,1335,2852,314,54,37,1
273,326,202,305,4038,28,65,0
343,224,184,337,3923,28,45,0
258,299,194,468,3961,25,56,0
315,380,175,430,4005,29,58,0
288,257,175,347,4038,30,67,0
339,352,188,435,3993,29,59,0
214,306,127,305,4001,25,46,0
378,266,118,466,4071,24,76,0
324,328,112,567,4018,26,56,0
316,180,192,462,4036,25,73,0
311,387,110,308,3988,28,68,0
278,241,184,456,3963,25,67,0
245,207,154,361,3977,30,81,0
256,278,180,341,3990,27,58,0
261,248,231,266,3973,24,65,0
666,453,1799,2231,561,67,31,1
334,315,181,395,3995,23,54,0
569,444,1353,3069,552,54,21,1
332,393,133,496,3923,23,63,0
303,331,149,599,3975,29,69,0
364,262,132,431,3969,30,68,0
256,380,140,464,3928,24,49,0
278,288,122,610,4024,27,71,0
319,254,150,285,4013,28,55,0
740,508,1755,3011,669,73,14,1
288,293,170,291,3987,28,61,0
272,305,151,311,3966,29,63,0
280,251,109,313,4020,29,62,0
580,525,1678,3123,347,73,36,1
302,369,170,451,3980,31,51,0
217,392,192,328,3992,28,43,0
292,290,119,329,3965,23,72,0
587,561,1237,2861,708,67,21,1
278,345,120,436,3941,30,56,0
331,261,177,515,4042,28,63,0
332,307,116,474,4009,26,56,0
620,654,1535,3667,236,70,40,1
2743,2851,2630,892,4020,28,41,2
2921,3188,3864,598,3956,29,42,2
248,370,110,353,4034,26,63,0
243,249,119,351,4083,23,47,0
281,373,164,448,3936,29,61,0
293,264,141,281,3917,23,57,0
389,358,173,381,3980,28,58,0
340,263,103,393,3966,24,54,0
282,240,121,505,3928,28,56,0
341,325,119,303,3961,33,67,0
227,338,115,460,3927,22,47,0
260,287,144,483,4024,27,81,0
357,424,126,170,4029,28,53,0
591,379,1148,3852,200,68,28,1
198,306,128,309,4040,24,75,0
289,302,170,444,4038,28,62,0
281,344,143,402,3947,31,46,0
360,368,203,235,4022,23,54,0
397,252,125,492,3897,30,70,0
556,551,1154,3047,262,67,21,1
2779,3584,3532,625,3958,25,66,2
358,352,106,494,4063,32,75,0
289,255,114,465,4064,23,75,0
713,497,1629,3422,80,68,27,1
322,335,215,461,4029,30,60,0
295,342,177,322,3991,29,52,0
748,483,1329,3228,526,73,26,1
2994,3058,3188,750,4002,35,64,2
305,248,108,453,4008,30,55,0
266,278,133,455,3933,30,62,0
493,390,1171,3536,610,64,33,1
229,266,179,432,4032,25,37,0
247,212,158,316,3941,32,57,0
281,323,131,369,3944,25,68,0
660,727,1454,3310,46,66,29,1
347,286,169,395,3962,27,73,0
290,248,115,361,4031,28,45,0
329,231,114,428,3945,27,50,0
365,271,150,528,3920,29,64,0
274,297,179,694,4026,27,51,0
238,348,160,295,3971,30,62,0
267,245,179,392,4095,28,59,0
269,355,133,440,4001,25,59,0
374,235,128,425,4028,23,56,0
333,386,164,432,4060,27,48,0
311,233,147,557,3965,30,66,0
461,409,1392,2784,256,52,4,1
353,334,183,301,4000,28,62,0
247,285,100,421,4025,23,55,0
185,366,107,336,3999,32,59,0
270,255,175,306,4043,30,58,0
348,251,163,302,4042,26,68,0
299,354,185,243,3973,25,76,0
3063,3708,3548,826,3991,29,52,2
342,296,147,439,4007,24,61,0
527,626,1406,2508,316,60,16,1
325,359,135,317,3973,25,35,0
691,387,1698,3426,446,53,31,1
297,176,170,294,4039,27,45,0
322,245,167,398,4095,28,67,0
283,334,183,413,4019,27,76,0
341,213,169,499,3975,29,68,0
294,318,201,358,4007,27,68,0
266,324,195,494,3933,24,45,0
360,328,139,354,4095,28,59,0
289,370,163,255,4034,25,70,0
234,295,228,670,3979,34,61,0
327,280,186,352,3907,25,40,0
294,311,155,475,4035,26,60,0
242,295,149,365,3950,21,62,0
313,303,161,784,4012,28,50,0
428,369,160,387,4028,28,50,0
336,299,120,464,3954,28,61,0
268,313,178,337,4068,15,46,0
263,309,141,235,4057,25,65,0
327,275,164,475,4007,32,58,0
304,277,196,510,4070,26,56,0
2484,3432,2667,887,3960,23,57,2
258,337,177,334,3942,27,47,0
243,346,127,434,4004,24,62,0
755,569,1089,3617,710,59,26,1
338,293,173,336,4023,29,69,0
363,373,181,415,3979,27,70,0
359,382,127,265,4001,25,67,0
360,202,144,572,3954,32,74,0
298,243,180,406,4015,28,49,0
319,309,148,325,3971,32,54,0
291,273,130,382,4038,27,70,0
322,236,183,496,3952,24,48,0
2780,3087,2912,706,3964,28,67,2
288,271,169,374,3880,23,52,0
367,254,124,543,3909,28,47,0
287,361,146,489,3978,27,55,0
243,299,194,345,4052,28,53,0
556,555,1757,2424,394,38,33,1
244,276,187,208,4075,28,57,0
319,288,150,446,3994,30,73,0
262,254,125,273,3945,31,59,0
281,301,171,434,3956,26,50,0
355,241,206,550,4029,33,59,0
2367,3671,2723,788,4053,33,68,2
386,247,182,367,3972,26,61,0
255,299,154,240,4049,28,63,0
337,295,186,552,4092,29,44,0
281,311,159,590,4087,30,71,0
255,257,127,296,4028,27,66,0
308,316,127,532,4018,27,73,0
2877,3453,2246,861,3965,24,52,2
291,270,83,362,3997,25,59,0
276,331,195,475,3971,31,64,0
319,314,187,250,4043,31,54,0
254,165,74,251,4077,23,54,0
310,246,137,516,3924,29,66,0
227,356,146,449,4024,26,67,0
364,253,158,569,4080,32,56,0
287,330,84,406,3974,28,57,0
279,313,157,374,3986,30,56,0
563,430,1773,3028,757,71,25,1
222,320,203,477,4043,22,55,0
336,346,153,330,3978,31,66,0
320,297,156,594,3994,26,48,0
572,393,1671,2224,43,66,31,1
364,314,191,414,3907,34,39,0
256,282,155,489,3977,27,74,0
308,398,132,505,4036,26,61,0
215,319,136,335,4040,28,56,0
360,277,193,409,4011,29,64,0
417,358,185,304,4007,29,67,0
2515,3282,2895,853,4043,28,66,2
335,303,134,386,3936,27,55,0
341,334,123,464,3968,31,57,0
301,290,200,638,3977,28,84,0
750,572,1438,2601,433,64,38,1
244,262,205,302,3980,25,75,0
525,312,1040,3736,520,65,53,1
3004,2386,2811,784,4063,20,77,2
392,288,178,377,3927,28,56,0
249,273,156,385,3961,29,59,0
322,302,112,470,4008,28,58,0
2812,2414,3680,821,4044,27,64,2
279,295,184,341,4095,29,61,0
324,339,128,350,4095,26,51,0
246,265,142,386,3997,31,60,0
234,300,114,514,3958,31,45,0
2604,3296,2345,936,4038,28,51,2
289,335,145,501,4032,26,81,0
296,291,158,573,4079,28,55,0
209,254,163,320,4044,26,46,0
345,276,150,396,4095,26,45,0
309,294,126,455,3968,29,61,0
599,552,1652,2296,150,57,35,1
246,350,180,382,4002,27,40,0
3456,2425,2539,764,4060,26,57,2
296,332,142,480,3992,25,66,0
284,277,203,419,3982,29,45,0
366,416,141,311,3967,26,53,0
433,479,1270,2707,597,55,50,1
3113,3517,2700,648,3984,32,51,2
324,308,118,379,4095,28,66,0
329,323,165,391,3973,29,28,0
265,313,154,347,3903,22,66,0
338,294,133,335,4033,24,67,0
310,350,182,291,4052,26,45,0
320,298,148,494,4016,24,61,0
342,319,127,399,3992,33,49,0
317,258,85,472,3975,33,74,0
313,315,132,385,3968,24,64,0
295,260,129,305,4036,28,64,0
345,351,142,348,4044,32,66,0
310,356,119,450,3987,27,60,0
733,455,1592,3414,669,75,20,1
288,317,203,302,3952,31,63,0
379,332,162,330,3878,29,58,0
342,242,176,416,4043,32,63,0
295,333,160,385,4049,33,72,0
294,273,94,382,3997,31,49,0
279,336,172,353,4004,32,53,0
618,483,1359,2707,671,58,32,1
245,413,144,227,4018,26,56,0
639,340,1812,3769,137,60,20,1
146,380,91,583,3948,25,79,0
331,260,126,361,4035,25,69,0
327,233,139,465,3968,26,40,0
224,205,189,391,3991,34,58,0
314,285,122,372,4024,34,50,0
441,250,178,484,4033,33,46,0
299,258,103,317,4016,30,35,0
520,299,1276,2887,375,60,45,1
656,619,1736,3240,600,66,34,1
2856,3115,2622,849,3999,29,51,2
334,312,157,332,3994,21,53,0
2863,2858,2298,865,3948,29,59,2
288,241,134,332,3950,29,57,0
2354,3321,3089,804,4030,30,55,2
633,568,1372,3446,457,60,25,1
356,297,192,401,3966,30,64,0
338,339,143,326,4004,28,61,0
215,277,182,390,3969,27,58,0
2778,3080,2354,801,4085,33,71,2
323,332,153,275,3975,31,55,0
289,382,164,383,4018,28,54,0
280,282,138,267,4012,23,64,0
332,154,148,548,4055,29,70,0
268,338,193,422,3974,28,48,0
282,271,134,296,4006,31,73,0
285,358,159,485,3994,26,46,0
681,522,1764,3040,25,79,15,1
262,316,167,425,3905,25,65,0
278,294,172,437,4063,23,55,0
305,387,184,470,3989,32,61,0
262,285,159,537,4054,33,52,0
323,345,156,356,4038,29,52,0
3648,2627,2276,666,4027,29,49,2
304,220,79,363,4042,24,43,0
2832,3607,2620,802,3981,29,49,2
274,379,152,278,4095,25,66,0
522,438,1649,2733,402,68,27,1
668,545,963,3053,292,62,28,1
268,357,241,431,4064,29,51,0
211,337,163,345,3921,25,52,0
355,361,161,469,3981,29,57,0
298,287,130,211,4045,28,60,0
279,264,144,351,3932,24,67,0
288,325,160,282,3985,29,56,0
207,319,171,519,4078,28,37,0
392,340,169,349,4023,34,74,0
369,319,102,474,4003,31,71,0
306,313,152,378,4013,31,44,0
299,335,152,315,3995,29,61,0
323,277,202,377,3954,25,62,0
369,193,126,365,4095,30,54,0
254,282,174,296,3912,28,76,0
369,226,223,485,4010,27,70,0
306,249,140,377,4056,21,74,0
337,351,150,352,3998,28,51,0
290,326,185,456,4014,30,61,0
231,242,185,294,4051,25,55,0
295,184,182,543,4044,29,34,0
270,301,172,388,4004,24,51,0
278,303,172,398,4078,24,46,0
298,389,147,412,3923,26,60,0
325,241,151,398,3983,23,67,0
260,262,159,233,3928,25,67,0
231,264,184,295,4031,29,70,0
338,394,138,427,3964,29,60,0
274,309,109,409,4026,23,55,0
160,353,177,384,4070,23,47,0
337,271,110,251,4017,30,57,0
385,309,125,431,3899,29,51,0
237,261,172,354,3979,30,70,0
262,269,187,421,4066,25,67,0
2768,3885,2816,737,3997,21,44,2
3692,2632,2664,704,4024,31,61,2
201,347,134,269,3945,27,54,0
328,242,145,335,4059,25,43,0
305,352,186,303,4008,29,53,0
322,285,74,494,4029,28,58,0
253,268,128,388,3978,27,59,0
373,237,84,201,3989,25,59,0
318,302,151,429,3976,26,53,0
2532,3622,2298,843,4047,28,53,2
302,417,145,299,4031,24,75,0
242,286,129,271,4087,20,63,0
325,305,97,478,3906,24,68,0
207,394,201,412,4095,30,51,0
304,282,130,302,3980,29,78,0
715,624,1674,2397,521,65,22,1
265,303,138,292,3900,25,60,0
674,386,948,3004,257,68,24,1
344,332,177,469,4019,32,51,0
309,255,147,406,4026,30,57,0
2438,3622,2759,765,4072,24,57,2
227,356,121,293,4008,22,59,0
261,296,146,469,4009,25,67,0
298,278,141,310,4009,26,53,0
315,342,153,418,3941,28,56,0
281,317,143,327,3971,29,59,0
3019,3613,3212,676,4029,25,72,2
308,248,171,422,4021,23,61,0
343,217,143,251,4051,30,61,0
234,231,157,203,4024,29,66,0
218,220,150,369,3989,32,59,0
399,407,135,151,4065,26,59,0
219,462,115,317,3991,27,89,0
314,326,167,465,4001,25,67,0
386,206,143,375,3883,30,58,0
271,310,144,412,3990,26,76,0
218,282,192,388,3979,28,58,0
347,285,160,246,3988,33,69,0
2819,3383,3520,899,4035,25,53,2
340,355,132,483,3952,25,60,0
350,182,121,498,4009,28,52,0
2747,3083,3551,742,3983,26,51,2
282,210,140,553,3945,24,56,0
345,241,89,337,4095,31,67,0
3383,3591,2640,932,3952,26,37,2
557,532,1131,2317,344,54,32,1
212,279,153,99,4022,30,64,0
359,182,177,371,4095,28,43,0
528,479,1705,3469,784,51,31,1
338,277,70,275,4001,26,70,0
538,651,1623,2240,444,65,23,1
407,224,161,355,4032,27,83,0
353,315,106,300,4022,30,63,0
258,308,120,364,4035,26,65,0
3167,3300,3420,905,3986,26,63,2
306,378,137,327,3925,29,76,0
321,272,156,188,3916,26,77,0
294,259,135,458,4077,26,79,0
263,284,139,376,4021,30,55,0
348,396,154,353,4061,25,67,0
238,305,198,336,3920,29,51,0
231,320,234,403,3988,30,53,0
220,313,177,461,4017,26,65,0
3006,3438,2499,736,4001,27,55,2
342,333,167,333,3986,22,68,0
369,260,106,445,4048,27,64,0
311,308,142,211,3959,26,65,0
220,360,112,347,4001,26,70,0
353,232,133,191,3966,35,52,0
309,371,131,498,4014,25,54,0
323,322,122,441,4021,24,71,0
327,187,149,345,4095,27,46,0
358,344,154,474,3961,23,54,0
342,363,134,263,3982,28,71,0
546,577,1318,2947,201,79,17,1
356,336,183,320,3934,27,57,0
362,272,155,362,3958,28,75,0
279,242,177,459,4095,32,79,0
296,427,186,451,4026,27,67,0
283,260,132,603,4024,25,58,0
230,329,168,390,3950,32,57,0
297,370,132,435,4095,28,65,0
335,289,140,431,4039,29,62,0
301,315,165,548,4063,26,44,0
308,314,149,342,3955,26,65,0
314,299,230,488,3924,22,65,0
2728,3365,2561,783,3993,28,40,2
345,286,194,378,4050,31,61,0
2320,2929,2874,722,3987,32,45,2
303,281,136,407,4059,31,49,0
399,246,137,326,3995,32,72,0
264,279,110,460,3864,24,55,0
587,436,1600,2894,300,73,39,1
253,331,135,345,3945,26,56,0
241,288,144,384,3993,31,55,0
608,456,1095,3124,438,69,28,1
356,255,160,509,3927,34,50,0
198,242,198,405,4006,28,73,0
329,315,164,341,4005,26,61,0
